               program              observation         number         status
            larccld.fd                GOES_EAST        1051194           read
            larccld.fd                GOES_WEST         826496           read
           metarcld.fd                raw_METAR           6052           read
           metarcld.fd       METAR_on_MPAS_mesh        1066887      processed
          lightning.fd            raw_lightning          29933           read
          lightning.fd   lightning_on_MPAS_mesh           2054      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           67.0           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1066887       ingested
      cloudanalysis.fd                lightning           2054       ingested
      cloudanalysis.fd                     refl             33       ingested
