loop1: max_iter=50, norm_reduction(target=0.001, final=0.000811892)
  i                   resNorm                         J                        Jb                      JoJc
  0           87.240759560590        11567.697783723530            0.000000000000        11567.697783723530
  1          202.933840400887        11142.923706245219           47.414058388572        11095.509647856650
  2          173.471423297235        10847.990690925280          140.338392112075        10707.652298813209
  3          126.297096844416        10665.780049314200          227.022409964320        10438.757639349880
  4          112.256845555235        10513.624120244880          321.532379105295        10192.091741139589
  5           90.006612313974        10406.818826558090          403.601225329339        10003.217601228749
  6           69.808975950521        10287.762950943579          516.381262176882         9771.381688766698
  7           70.331503169021        10206.901733120070          610.354310268618         9596.547422851456
  8           70.933452908177        10170.469803856569          658.867545398060         9511.602258458506
  9           41.051371796177        10135.965231023471          709.506029852270         9426.459201171201
 10           44.055122082098        10121.379110120350          732.683658837726         9388.695451282620
 11           30.520658894921        10097.232007873499          774.748480281398         9322.483527592098
 12           29.139791830999        10083.364463024340          801.605966968441         9281.758496055898
 13           20.265567999709        10070.082783775701          830.082811684627         9239.999972091076
 14           16.718269112330        10062.480618097679          848.067391175505         9214.413226922170
 15           12.768944890407        10057.663265638421          860.450235097622         9197.213030540803
 16           12.217640147109        10054.841346032899          868.251385423085         9186.589960609814
 17            9.771446016420        10052.525575905491          875.119348913061         9177.406226992431
 18            8.960545364522        10051.225670701340          879.228617053954         9171.997053647387
 19            6.347256364463        10050.159452110989          882.797703925161         9167.361748185833
 20            5.032402158845        10049.464445392710          885.261253524281         9164.203191868430
 21            4.362401396069        10049.006358646580          886.976601337602         9162.029757308976
 22            3.878291685719        10048.676501129081          888.280658668141         9160.395842460939
 23            2.677280580941        10048.473519064581          889.123875301692         9159.349643762889
 24            2.381345576100        10048.328188879361          889.756729029420         9158.571459849936
 25            2.003426804189        10048.236675647349          890.174183060702         9158.062492586647
 26            1.593849343128        10048.180388566399          890.441599802418         9157.738788763982
 27            1.272622713965        10048.135799078920          890.662154916453         9157.473644162463
 28            1.002496028799        10048.106242732491          890.814637400809         9157.291605331675
 29            0.799761301675        10048.086283194951          890.921971384017         9157.164311810933
 30            0.644233627031        10048.073637759780          890.992782655456         9157.080855104319
 31            0.563319864439        10048.066396030870          891.034844246600         9157.031551784272
 32            0.434001493647        10048.060790362020          891.068576915479         9156.992213446540
 33            0.369849282361        10048.057410084550          891.089642328376         9156.967767756176
 34            0.266376028362        10048.054896308400          891.105851639120         9156.949044669282
 35            0.211964794241        10048.053490004329          891.115224068427         9156.938265935907
 36            0.183237912258        10048.052533187980          891.121807283500         9156.930725904478
 37            0.145418514604        10048.051906919460          891.126256363103         9156.925650556359
 38            0.105473694375        10048.051457422500          891.129554508709         9156.921902913791
 39            0.089674854992        10048.051221031590          891.131343143807         9156.919877887787
 40            0.070830117685        10048.051070016540          891.132517887576         9156.918552128967

loop2: max_iter=50, norm_reduction(target=0.001, final=0.000781459)
  i                   resNorm                         J                        Jb                      JoJc
  0            4.707014724912        10057.019538901801          891.132517887576         9165.887021014219
  1            3.060606162322        10056.615520111511          891.360700447479         9165.254819664029
  2            4.457929248469        10056.499236510241          891.540954677678         9164.958281832567
  3            3.151441822439        10056.369037025141          891.803179016356         9164.565858008786
  4            2.591301438147        10056.256956588881          892.109346602213         9164.147609986670
  5            2.439432187565        10056.200844329431          892.306371989709         9163.894472339724
  6            2.055071603439        10056.135787901520          892.578965065812         9163.556822835713
  7            2.018634523693        10056.106685546691          892.718334140470         9163.388351406214
  8            1.400945243704        10056.076004703000          892.878576854163         9163.197427848841
  9            1.222067632444        10056.048120071549          893.038322615027         9163.009797456523
 10            1.038650234730        10056.022149182631          893.195759669768         9162.826389512858
 11            0.943692390416        10056.010903856810          893.264669811794         9162.746234045018
 12            0.781985768264        10056.002431042280          893.315244786537         9162.687186255738
 13            0.689602598434        10055.995425307110          893.355357943917         9162.640067363194
 14            0.489010159391        10055.989241951929          893.388026023253         9162.601215928675
 15            0.464064197162        10055.985142535570          893.406766081893         9162.578376453677
 16            0.351940583193        10055.982133182701          893.419288389861         9162.562844792841
 17            0.290300349916        10055.979963583160          893.427173385031         9162.552790198124
 18            0.244784123453        10055.978354566540          893.432754627399         9162.545599939142
 19            0.198324936669        10055.977495880110          893.435224308093         9162.542271572012
 20            0.179570395674        10055.976794582650          893.436947089890         9162.539847492759
 21            0.141870040460        10055.976312840419          893.437130366868         9162.539182473551
 22            0.119992457942        10055.976009591390          893.436897697031         9162.539111894361
 23            0.095664237191        10055.975780521339          893.436095861218         9162.539684660120
 24            0.081508144481        10055.975608551409          893.434901997382         9162.540706554028
 25            0.069888751666        10055.975502645990          893.433615932554         9162.541886713438
 26            0.053079250103        10055.975432480391          893.432387434336         9162.543045046050
 27            0.041217746230        10055.975381827060          893.431142386873         9162.544239440191
 28            0.033824830371        10055.975345496010          893.429997507235         9162.545347988771
 29            0.027912689890        10055.975324243980          893.429149302489         9162.546174941490
 30            0.021973325371        10055.975309589319          893.428477326059         9162.546832263257
 31            0.019104059255        10055.975300567739          893.428023086483         9162.547277481257
 32            0.014820574519        10055.975294707030          893.427715363887         9162.547579343147
 33            0.011427406314        10055.975290636319          893.427507576665         9162.547783059656
 34            0.009609208153        10055.975287978550          893.427386675786         9162.547901302765
 35            0.007429022919        10055.975286265581          893.427341342587         9162.547944922997
 36            0.005844551742        10055.975285115450          893.427344226600         9162.547940888846
 37            0.004757220112        10055.975284438820          893.427381888830         9162.547902549994
 38            0.003678340834        10055.975283973179          893.427439019374         9162.547844953810

