        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3876722  3876722  3876722  3742641  3742641            5     0.339127     0.339127
     adpsfc_t181     8199      370      370      367      367       0.7528      1.41236     0.616033
     adpsfc_t183     8199      215      215      213      213  3.28605e+09     0.123206    0.0704211
     adpsfc_t187     8199     1944     1944     1944     1944       2.2585     0.187448     0.153698
     adpsfc_q181     8199     2558     2558     2556     2556      924.713    0.0709107    0.0290801
     adpsfc_q183     8199     2765     2765     2761     2761      961.198     0.019685    0.0102591
     adpsfc_q187     8199     2254     2254     2252     2252      402.737      0.37814     0.241276
    adpsfc_ps181     8199      371      371      367      367      55.3644       1.3187     0.345719
    adpsfc_ps187     8199     1797     1797     1797     1797      55.0064       1.0233     0.279991
    adpsfc_uv281     8199      718      718      708      708      1.72239     0.613676     0.275362
    adpsfc_uv284     8199      426      426      414      414      1.28679      1.08051     0.355414
    adpsfc_uv287     8199     3852     3852     3848     3848       1.5874     0.441843     0.251384
     aircar_t133     7996     3336     3336     3334     3334     0.897407     0.371538      0.18403
     aircar_q133     7996       36       36       36       36   0.00125987     0.231398      0.16367
    aircar_uv233     7996     6686     6686     6682     6682      2.32322      0.51194     0.184332
     sfcshp_t180     2926      570      570      570      570  8.37708e+08    0.0460331     0.057904
     sfcshp_t183     2926       56       56       56       56  1.88982e+09    0.0845378    0.0625042
     sfcshp_q180     2926      363      363      363      363   0.00108663     0.410275     0.298951
     sfcshp_q183     2926      241      241      241      241      905.502    0.0462644    0.0282036
    sfcshp_ps180     2926     1154     1154     1147     1146      38.3026      3.78034     0.841667
    sfcshp_uv280     2926     1776     1776     1776     1776      2.65304     0.246737     0.144722
    sfcshp_uv282     2926       46       46       42       42      1.07918       2.0226     0.145558
    sfcshp_uv284     2926      270      270      268      268        1.124     0.967743     0.199629
