        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3889163  3889163  3889163  3756165  3756165            5     0.220453     0.220453
     adpsfc_t181     9396      569      569      559      559       0.7528      1.86563     0.797786
     adpsfc_t183     9396      214      214      212      212  3.07148e+09     0.130059    0.0758682
     adpsfc_t187     9396     2049     2049     2049     2049       2.2585     0.245364      0.20557
     adpsfc_q181     9396     3309     3309     3307     3307      909.666    0.0887533    0.0486519
     adpsfc_q183     9396     3520     3520     3516     3516      968.854     0.020135    0.0120444
     adpsfc_q187     9396     2566     2566     2564     2564      468.954      0.51226     0.292833
    adpsfc_ps181     9396      568      568      560      560      55.0513      1.64545     0.472905
    adpsfc_ps187     9396     1880     1880     1879     1879      55.0761      2.15732     0.292789
    adpsfc_uv281     9396     1118     1118     1114     1114      1.70638     0.430821     0.186504
    adpsfc_uv284     9396      424      424      418      418       1.2808     0.863792     0.313158
    adpsfc_uv287     9396     4084     4084     4064     4064       1.5874     0.449584     0.246091
     adpupa_t120     1363      634      634      634      634       3.0507    0.0376308    0.0239916
     adpupa_q120     1363      350      350      350      350   0.00216711    0.0315588    0.0215561
    adpupa_ps120     1363        4        4        4        4      71.5951     0.469796    0.0672447
    adpupa_uv220     1363     1452     1452     1452     1452      2.61823     0.223467     0.108679
     aircar_t133    20890     8880     8880     8873     8873      1.15472     0.417781     0.189493
     aircar_q133    20890      402      402      402      402     0.975762     0.134429    0.0854241
    aircar_uv233    20890    17960    17960    17936    17936      2.36543     0.430437     0.166869
     sfcshp_t180     3295      699      699      698      698  1.00143e+09    0.0545668    0.0594725
     sfcshp_t183     3295       51       51       51       51  3.13112e+09      0.22363     0.224698
     sfcshp_q180     3295      497      497      496      496   0.00114406     0.504994      0.21651
     sfcshp_q183     3295      318      318      317      317      940.565     0.107635     0.101071
    sfcshp_ps180     3295     1302     1302     1296     1294      38.5123      3.02693     0.768034
    sfcshp_uv280     3295     2082     2082     2078     2078      2.65715     0.210707     0.110453
    sfcshp_uv282     3295       42       42       42       42      1.07918      0.77655     0.233754
    sfcshp_uv284     3295      254      254      252      252      1.12897      1.46953     0.525967
