        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3884412  3884412  3884412  3748280  3748280            5     0.305366     0.305366
     adpsfc_t181     8869      379      379      373      373       0.7528      2.84247     0.724955
     adpsfc_t183     8869      212      212      210      210  3.23669e+09     0.111706    0.0434141
     adpsfc_t187     8869     2068     2068     2066     2066       2.2585     0.219655     0.138527
     adpsfc_q181     8869     2998     2998     2995     2995      934.367    0.0700123    0.0455827
     adpsfc_q183     8869     3208     3208     3203     3203      966.018    0.0143701   0.00893562
     adpsfc_q187     8869     2404     2404     2401     2401      394.807     0.545271     0.324418
    adpsfc_ps181     8869      380      380      377      377      55.1969      1.72701     0.232706
    adpsfc_ps187     8869     1918     1918     1918     1918      54.6524      1.57274     0.277965
    adpsfc_uv281     8869      660      660      656      656      1.72177     0.587586     0.324522
    adpsfc_uv284     8869      420      420      412      412      1.28797     0.990654     0.454956
    adpsfc_uv287     8869     3874     3874     3860     3860       1.5874     0.608256      0.38301
     adpupa_t120      241      123      123      123      123      1.83823     0.126288    0.0955169
     adpupa_q120      241       86       86       86       86    0.0018278     0.112705    0.0885512
    adpupa_ps120      241        3        3        2        2      70.2429     0.112271     0.312365
    adpupa_uv220      241      226      226      226      226      2.57017      0.31916     0.237846
     aircar_t133    57105    24243    24243    24215    24215      1.03577     0.374105     0.207993
     aircar_q133    57105     2188     2188     2188     2188      0.27892     0.227009     0.137534
    aircar_uv233    57105    48614    48614    48566    48566      2.34347     0.409168     0.202967
     sfcshp_t180     3179      666      666      666      666  6.71156e+08      0.11451     0.101085
     sfcshp_t183     3179       46       46       46       46  2.08514e+09     0.170849      0.16639
     sfcshp_q180     3179      467      467      467      467     0.001124     0.590936     0.370086
     sfcshp_q183     3179      295      295      295      295      945.054     0.147095     0.085213
    sfcshp_ps180     3179     1263     1263     1253     1251      38.2326      5.30324      0.78869
    sfcshp_uv280     3179     2026     2026     2026     2026      2.64967     0.191418     0.121741
    sfcshp_uv282     3179       30       30       30       30      1.07925     0.470174      0.15899
    sfcshp_uv284     3179      242      242      224      224       1.1365      1.15057     0.658678
