               program              observation         number         status
            larccld.fd                GOES_EAST        1042438           read
            larccld.fd                GOES_WEST         817556           read
           metarcld.fd                raw_METAR           7603           read
           metarcld.fd       METAR_on_MPAS_mesh        1089775      processed
          lightning.fd            raw_lightning           6991           read
          lightning.fd   lightning_on_MPAS_mesh            718      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           59.5           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1089775       ingested
      cloudanalysis.fd                lightning            718       ingested
      cloudanalysis.fd                     refl             33       ingested
