        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3919049  3919049  3919049  3791851  3791851            5     0.337013     0.337013
     adpsfc_t181     9502      371      371      362      362       0.7528      2.23048      1.02693
     adpsfc_t183     9502      216      216      214      214  3.27836e+09     0.134502    0.0867135
     adpsfc_t187     9502     2077     2077     2077     2077       2.2585     0.299186      0.23517
     adpsfc_q181     9502     3304     3304     3302     3302      941.848    0.0625355    0.0392995
     adpsfc_q183     9502     3517     3517     3513     3513      968.534    0.0190108    0.0119967
     adpsfc_q187     9502     2402     2402     2400     2400      390.655     0.641444      0.38394
    adpsfc_ps181     9502      372      372      370      370      55.7664      1.61671     0.221682
    adpsfc_ps187     9502     1966     1966     1965     1965      55.1057      2.25079     0.297846
    adpsfc_uv281     9502      662      662      658      658      1.72308     0.523458     0.225824
    adpsfc_uv284     9502      428      428      418      418      1.28588     0.889093     0.341833
    adpsfc_uv287     9502     4110     4110     4100     4100       1.5874     0.527825     0.294597
     aircar_t133    23084     9403     9403     9396     9396      1.08737     0.379237      0.18913
     aircar_q133    23084      584      584      584      584      0.59996     0.335872      0.20382
    aircar_uv233    23084    19024    19024    19006    19006      2.35342     0.452274     0.169409
     sfcshp_t180     3371      720      720      720      720  8.33333e+08    0.0922071    0.0849689
     sfcshp_t183     3371       62       62       62       62  3.11086e+09     0.111231     0.126203
     sfcshp_q180     3371      490      490      490      490   0.00108806     0.690381     0.331259
     sfcshp_q183     3371      322      322      322      322      931.572    0.0997514     0.089651
    sfcshp_ps180     3371     1339     1339     1332     1331      38.2094      4.34484     0.704118
    sfcshp_uv280     3371     2136     2136     2136     2136      2.65166      0.33436     0.141085
    sfcshp_uv282     3371       44       44       44       44      1.07917      1.27218     0.144858
    sfcshp_uv284     3371      292      292      290      290      1.12696      1.06918     0.335085
