        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3845619  3845619  3845619  3717221  3717221            5     0.208587     0.208587
     adpsfc_t181     7616      378      378      367      367       0.7528      2.94924     0.747292
     adpsfc_t183     7616      210      210      208      208  3.32531e+09     0.124404    0.0432376
     adpsfc_t187     7616     2033     2033     2032     2032       2.2585     0.299759     0.171439
     adpsfc_q181     7616     2464     2464     2461     2461      920.185     0.104049    0.0570977
     adpsfc_q183     7616     2671     2671     2666     2666      959.823    0.0233148    0.0115528
     adpsfc_q187     7616     2365     2365     2362     2362       396.99     0.633304     0.334795
    adpsfc_ps181     7616      379      379      377      377      55.3429     0.804621     0.249964
    adpsfc_ps187     7616     1915     1915     1915     1915      54.7422      1.01072     0.268531
    adpsfc_uv281     7616      656      656      652      652       1.7211     0.536958     0.301583
    adpsfc_uv284     7616      420      420      412      412      1.28109      1.16242     0.526658
    adpsfc_uv287     7616     3636     3636     3630     3630       1.5874     0.528955     0.326342
     adpupa_t120      119       43       43       43       43      1.65127     0.203595     0.129139
     adpupa_q120      119       24       24       24       24   0.00160745    0.0505186    0.0495943
    adpupa_ps120      119        1        1        1        1      70.8006      1.03299     0.509927
    adpupa_uv220      119       94       94       94       94      2.60243     0.338479     0.261524
     aircar_t133    52955    22324    22324    22315    22315     0.934529     0.446626     0.212906
     aircar_q133    52955     1956     1956     1956     1956     0.439667     0.299873     0.151694
    aircar_uv233    52955    45180    45180    45160    45160      2.32977     0.499778     0.207527
     sfcshp_t180     1701      528      528      528      528    1.066e+09    0.0862416    0.0670659
     sfcshp_t183     1701       30       30       30       30  3.16228e+09     0.644318     0.577542
     sfcshp_q180     1701      341      341      341      341   0.00120177      0.82697     0.446171
     sfcshp_q183     1701      183      183      183      183      957.182     0.895358     0.753758
    sfcshp_ps180     1701      606      606      602      601      38.4479      2.65982     0.821456
    sfcshp_uv280     1701      976      976      976      976       2.6676     0.249572     0.146822
    sfcshp_uv282     1701       22       22       22       22      1.07928      2.15363      0.56653
    sfcshp_uv284     1701      186      186      186      186      1.14276      1.41961     0.566827
