        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3882150  3882150  3882150  3746222  3746222            5     0.385916     0.385916
     adpsfc_t181     9495      375      375      356      356       0.7528      2.71336     0.806054
     adpsfc_t183     9495      215      215      213      213  3.35673e+09     0.153209    0.0742454
     adpsfc_t187     9495     2074     2074     2074     2074       2.2585     0.282722     0.178989
     adpsfc_q181     9495     3219     3219     3217     3217      939.631     0.120827     0.032634
     adpsfc_q183     9495     3432     3432     3428     3428      967.767    0.0496542    0.0102487
     adpsfc_q187     9495     2395     2395     2393     2393      393.352      1.21558     0.327535
    adpsfc_ps181     9495      376      376      374      374      55.5234      0.88116     0.225949
    adpsfc_ps187     9495     1964     1964     1963     1963      55.0194     0.735058     0.303364
    adpsfc_uv281     9495      668      668      664      664      1.71329     0.524803     0.270807
    adpsfc_uv284     9495      426      426      418      418      1.28385     0.984623     0.415927
    adpsfc_uv287     9495     4152     4152     4130     4130       1.5874      0.58563     0.309172
     aircar_t133    43603    18205    18205    18200    18200      1.08061     0.415761     0.194049
     aircar_q133    43603     1707     1707     1707     1707     0.265863     0.305119     0.164607
    aircar_uv233    43603    36538    36538    36496    36496      2.34889     0.633324     0.228321
     sfcshp_t180     3107      622      622      621      621  6.95048e+08      0.15083    0.0863943
     sfcshp_t183     3107       57       57       57       57  2.29416e+09     0.712843      0.43565
     sfcshp_q180     3107      411      411      410      410   0.00104657     0.844772     0.344886
     sfcshp_q183     3107      283      283      282      282      917.761     0.313208    0.0590026
    sfcshp_ps180     3107     1229     1229     1220     1220      38.2637       2.0719     0.834829
    sfcshp_uv280     3107     1952     1952     1952     1952      2.65059     0.206712     0.119435
    sfcshp_uv282     3107       36       36       36       36      1.07921      1.34664     0.207706
    sfcshp_uv284     3107      274      274      262      262      1.13064      1.38585     0.460058
