               program              observation         number         status
            larccld.fd                GOES_EAST        1050039           read
            larccld.fd                GOES_WEST         824085           read
           metarcld.fd                raw_METAR           5539           read
           metarcld.fd       METAR_on_MPAS_mesh        1072377      processed
          lightning.fd            raw_lightning          49846           read
          lightning.fd   lightning_on_MPAS_mesh           3267      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           60.0           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1072377       ingested
      cloudanalysis.fd                lightning           3267       ingested
      cloudanalysis.fd                     refl             33       ingested
