loop1: max_iter=50, norm_reduction(target=0.001, final=0.00138481)
  i                   resNorm                         J                        Jb                      JoJc
  0         1493.407648253704      1490842.923096057959            0.000000000000      1490842.923096057959
  1         1889.746431909245      1486111.572788272984           20.074441058892      1486091.498347213957
  2         1005.607711823942      1482359.517118749907           72.422010036982      1482287.095108713023
  3          751.155272188821      1478497.859254284063          198.623968641108      1478299.235285643023
  4          692.454110581701      1476179.797049714951          342.626693835511      1475837.170355879935
  5          528.034616552267      1474252.532937451033          534.947797477972      1473717.585139973089
  6          449.025112558808      1472759.500945293112          756.866856688799      1472002.634088604013
  7          425.734593942152      1471639.792947635986          989.337853518330      1470650.455094116973
  8          361.681295914595      1470770.091158495983         1227.114971362038      1469542.976187132997
  9          344.457024031602      1470111.953473370988         1453.167090100984      1468658.786383270985
 10          290.724108824249      1469584.751574744005         1673.030602385227      1467911.720972358948
 11          264.143727136725      1469086.114931849064         1923.398874394546      1467162.716057454003
 12          251.179450284657      1468745.392814384075         2124.998396740415      1466620.394417643081
 13          214.396921912700      1468459.609080583090         2318.837708289398      1466140.771372292889
 14          216.918112420041      1468251.156137794955         2478.131582522723      1465773.024555271957
 15          164.865717147520      1468038.868300572969         2660.042310043184      1465378.825990529032
 16          154.107339326945      1467876.629390388960         2815.674714117190      1465060.954676272115
 17          127.704268061235      1467732.141589845996         2969.999303675004      1464762.142286170973
 18          120.007404239473      1467618.115112931933         3105.152477970359      1464512.962634962052
 19          105.448434359795      1467531.846111248014         3217.456850384614      1464314.389260862954
 20           94.708807380032      1467464.254409129964         3313.140796056708      1464151.113613073016
 21           90.202756587838      1467406.608676719014         3401.554887420885      1464005.053789298050
 22           75.234006391813      1467365.016178034944         3470.162679620076      1463894.853498415090
 23           70.881106451391      1467329.585585711990         3532.623180379916      1463796.962405331898
 24           57.766738755329      1467298.936151690083         3590.396550744306      1463708.539600946009
 25           53.585281651756      1467278.762165769935         3630.780904368361      1463647.981261400972
 26           47.627538989712      1467261.445750142913         3667.380810455493      1463594.064939687960
 27           39.086482217646      1467246.802556294948         3700.090567697261      1463546.711988598108
 28           35.307011655007      1467233.285791425966         3732.136568700283      1463501.149222726002
 29           32.589949906748      1467224.834870633902         3753.316756676289      1463471.518113957951
 30           30.562580347443      1467218.967311136890         3768.688067506049      1463450.279243631056
 31           25.819075378591      1467213.881712642964         3782.569520636333      1463431.312192006968
 32           22.014553987299      1467208.958406456048         3796.631432243932      1463412.326974211959
 33           18.158959190932      1467205.334910376929         3807.474048928429      1463397.860861449037
 34           18.198034381643      1467202.534742647083         3816.229794084175      1463386.304948562989
 35           15.091165511550      1467200.440017468063         3823.056074629323      1463377.383942838060
 36           14.047156131625      1467198.893215306103         3828.289074740521      1463370.604140565032
 37           11.516449590469      1467197.648427271051         3832.652213952548      1463364.996213318082
 38           10.419679646618      1467196.626605547965         3836.363813386167      1463360.262792161899
 39            9.425975750528      1467195.894607224967         3839.115229887564      1463356.779377337079
 40            7.885865559097      1467195.292623007903         3841.452622381054      1463353.840000627097
 41            6.783082064138      1467194.842188412091         3843.258035339414      1463351.584153071977
 42            5.982269819640      1467194.459458709927         3844.842288456609      1463349.617170253070
 43            5.096909253854      1467194.143389943987         3846.196161028774      1463347.947228915058
 44            4.494378512188      1467193.933800549945         3847.123408224440      1463346.810392325977
 45            3.746994647350      1467193.762968999101         3847.902471541355      1463345.860497456975
 46            3.347443748448      1467193.622032162966         3848.566172489474      1463345.055859674001
 47            3.026408305683      1467193.535427374998         3848.986294080405      1463344.549133294960
 48            2.863977034645      1467193.469272881979         3849.315581953895      1463344.153690927895
 49            2.378979810229      1467193.414792632917         3849.593742024353      1463343.821050608996
 50            2.068082683004      1467193.369576246943         3849.830717431539      1463343.538858816028

loop2: max_iter=50, norm_reduction(target=0.001, final=0.00303846)
  i                   resNorm                         J                        Jb                      JoJc
  0           32.987368470703      1467245.679531221977         3849.830717431539      1463395.848813789897
  1           45.290292720751      1467240.285784967942         3850.430018878324      1463389.855766090099
  2           43.665985046494      1467237.766179472907         3850.976772267497      1463386.789407205069
  3           25.815182420123      1467234.356367178028         3851.957312369092      1463382.399054809008
  4           24.788214993689      1467231.035125236027         3853.202037490337      1463377.833087746054
  5           18.973435771573      1467228.496658036020         3854.335796647298      1463374.160861389013
  6           16.996546778040      1467226.103355654981         3855.755691910448      1463370.347663745051
  7           17.520737075504      1467224.455949580064         3856.798523181333      1463367.657426398946
  8           13.308496531311      1467223.336859291885         3857.552711667433      1463365.784147623926
  9           12.451893507421      1467222.209738923004         3858.364639314393      1463363.845099609112
 10           10.794066509558      1467221.404685440939         3858.781897333441      1463362.622788107023
 11           11.034261071231      1467220.688335656887         3859.273521893445      1463361.414813762996
 12           10.345341730406      1467220.200981752947         3859.681995570944      1463360.518986182055
 13            8.887099247534      1467219.696118877036         3860.131486427993      1463359.564632449066
 14            8.475641690244      1467219.274747241056         3860.589437068353      1463358.685310171917
 15            6.948522534663      1467218.890019479906         3861.048112164685      1463357.841907314956
 16            6.999226078586      1467218.593760323944         3861.389199321684      1463357.204561002087
 17            5.842036461339      1467218.307891736040         3861.774580264835      1463356.533311471110
 18            5.279143532446      1467218.068724865094         3862.123803469780      1463355.944921395043
 19            5.228356480981      1467217.914845515043         3862.378215408073      1463355.536630107090
 20            4.050211185242      1467217.776075493079         3862.663013649812      1463355.113061842974
 21            3.854248320013      1467217.666437919019         3862.849751599491      1463354.816686319886
 22            3.507453871775      1467217.567480602069         3863.054762837464      1463354.512717765057
 23            3.048834346157      1467217.496664464008         3863.208791444220      1463354.287873019930
 24            2.723971393086      1467217.433050710009         3863.297364706653      1463354.135686002905
 25            2.392782380470      1467217.385016818065         3863.345335736157      1463354.039681081893
 26            2.342166748705      1467217.346032944974         3863.368435512756      1463353.977597431978
 27            1.972197397746      1467217.315740934107         3863.368292976033      1463353.947447957937
 28            1.735380291853      1467217.289107545046         3863.328445972480      1463353.960661571939
 29            1.708011956122      1467217.267161865020         3863.315051549897      1463353.952110314975
 30            1.453170348161      1467217.252374266973         3863.309488792903      1463353.942885474069
 31            1.265624989944      1467217.240109605016         3863.293730056634      1463353.946379549103
 32            1.017822731184      1467217.228583693039         3863.277064488153      1463353.951519204071
 33            0.990325976212      1467217.219632903114         3863.274388924985      1463353.945243977942
 34            0.876499226128      1467217.213156366022         3863.288574532686      1463353.924581834115
 35            0.730983977083      1467217.208021651953         3863.317409535689      1463353.890612116084
 36            0.620580742889      1467217.203515436966         3863.338020455025      1463353.865494982107
 37            0.579574508520      1467217.200108811026         3863.372078771616      1463353.828030040022
 38            0.537117021114      1467217.198046579026         3863.402143404827      1463353.795903173974
 39            0.448473897985      1467217.196284037083         3863.434649424733      1463353.761634611990
 40            0.381913437232      1467217.194804554107         3863.456592834529      1463353.738211720018
 41            0.328101528685      1467217.193438265007         3863.476753293724      1463353.716684971005
 42            0.293652665225      1467217.192577780923         3863.486699026543      1463353.705878755078
 43            0.249445772075      1467217.191903063096         3863.495911581493      1463353.695991481887
 44            0.221076954521      1467217.191311137052         3863.501692804867      1463353.689618332079
 45            0.204145712372      1467217.190943303984         3863.511333821276      1463353.679609483108
 46            0.171395812894      1467217.190648918971         3863.523033202186      1463353.667615716113
 47            0.156265238294      1467217.190449984977         3863.535334787482      1463353.655115196947
 48            0.125128208292      1467217.190266409889         3863.552727051630      1463353.637539359042
 49            0.121762314171      1467217.190136452904         3863.570900340121      1463353.619236113038
 50            0.100230718236      1467217.190025500022         3863.591191524795      1463353.598833974916

