        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3859920  3859920  3859920  3727729  3727729            5     0.236353     0.236353
     adpsfc_t181     5828        2        2        2        2       0.7528      9.25957      1.65765
     adpsfc_t183     5828        1        1        1        1      6.07238   0.00693015    0.0301761
     adpsfc_t187     5828     1868     1868     1868     1868       2.2585     0.212243     0.150079
     adpsfc_q181     5828     1867     1867     1867     1867      998.465  0.000808804  0.000218275
     adpsfc_q183     5828     1868     1868     1868     1868      998.733  7.04015e-05  9.32593e-05
     adpsfc_q187     5828     1828     1828     1828     1828       33.044     0.649821      0.35671
    adpsfc_ps181     5828        2        2        2        2      53.9893      4.26362      2.62639
    adpsfc_ps187     5828     1893     1893     1893     1893      54.6616      1.40995      0.24827
    adpsfc_uv281     5828        4        4        4        4      1.61633      1.15704      0.15437
    adpsfc_uv284     5828        8        8        8        8      1.23522     0.711688     0.219129
    adpsfc_uv287     5828     3214     3214     3206     3206       1.5874      0.61182     0.379123
     adpupa_t120      997      422      422      422      422      3.13806    0.0817406    0.0470863
     adpupa_q120      997      198      198      198      198      1.46744    0.0585069    0.0232814
    adpupa_ps120      997        5        5        5        5      76.0892     0.958882     0.502596
    adpupa_uv220      997     1130     1130     1130     1130      2.65106     0.347906     0.168866
     aircar_t133    46292    19509    19509    19497    19497     0.914215     0.380793     0.201432
     aircar_q133    46292     1618     1618     1618     1618     0.312003     0.295442     0.158118
    aircar_uv233    46292    39124    39124    39094    39094      2.32631      0.39278     0.184839
     sfcshp_t180     1157      388      388      388      388  5.07673e+08    0.0728895    0.0541895
     sfcshp_t183     1157       15       15       15       15  2.58199e+09     0.667087     0.750188
     sfcshp_q180     1157      216      216      216      216   0.00112145     0.338965     0.271075
     sfcshp_q183     1157       29       29       29       29      764.876      4.45822      3.02607
    sfcshp_ps180     1157      434      434      433      433      38.0039      3.85469     0.698807
    sfcshp_uv280     1157      752      752      752      752      2.64557     0.256747     0.157561
    sfcshp_uv282     1157       14       14       14       14      1.07918     0.887838     0.268323
    sfcshp_uv284     1157      138      138      138      138      1.14633      2.04656      1.04073
