               program              observation         number         status
            larccld.fd                GOES_EAST        1049197           read
            larccld.fd                GOES_WEST         824101           read
           metarcld.fd                raw_METAR           5454           read
           metarcld.fd       METAR_on_MPAS_mesh        1068162      processed
          lightning.fd            raw_lightning          34117           read
          lightning.fd   lightning_on_MPAS_mesh           3730      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           66.5           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1068162       ingested
      cloudanalysis.fd                lightning           3730       ingested
      cloudanalysis.fd                     refl             33       ingested
