        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3876252  3876252  3876252       06       06     0.450236      3743642      3743642
     adpsfc_t181     9304      373      373      362      362       0.7528      2.24616     0.610364
     adpsfc_t183     9304      214      214      212      212      3.22139    0.0726467     0.026103
     adpsfc_t187     9304     1990     1990     1986     1986       2.2585     0.212609     0.151684
     adpsfc_q181     9304     3184     3184     3181     3181      939.272    0.0579178    0.0373676
     adpsfc_q183     9304     3395     3395     3390     3390      967.715    0.0153877    0.0090945
     adpsfc_q187     9304     2321     2321     2318     2318      398.586     0.550911     0.338961
    adpsfc_ps181     9304      374      374      372      372      55.5896       1.3729     0.273768
    adpsfc_ps187     9304     1842     1842     1842     1842      54.7465      1.52069     0.288792
    adpsfc_uv281     9304      652      652      646      646      1.72234     0.792621     0.366843
    adpsfc_uv284     9304      424      424      410      410      1.28899      1.14527     0.484278
    adpsfc_uv287     9304     3622     3622     3590     3590       1.5874      0.71293     0.421107
     adpupa_t120     5758     1535     1535     1535     1535      7.29886     0.184609     0.106726
     adpupa_q120     5758      432      432      432      432      1.54283     0.303521    0.0857558
    adpupa_ps120     5758        3        3        2        2      82.1824      1.19791     0.543831
    adpupa_uv220     5758     4680     4680     4680     4680      9.98879     0.746526     0.291481
     aircar_t133    52088    22264    22264    22249    22249     0.972347     0.381025     0.216853
     aircar_q133    52088     1532     1532     1532     1532     0.562488     0.513171       0.3301
    aircar_uv233    52088    44890    44890    44842    44842      2.33517     0.512854     0.242346
     sfcshp_t180     3185      653      653      651      651      7.83862     0.126369     0.102067
     sfcshp_t183     3185       54       54       54       54      1.36083    0.0616846    0.0439945
     sfcshp_q180     3185      439      439      439      439   0.00106796      0.60507     0.358161
     sfcshp_q183     3185      287      287      287      287      924.894    0.0631663    0.0362375
    sfcshp_ps180     3185     1256     1256     1246     1245        38.25      3.98954     0.804563
    sfcshp_uv280     3185     1992     1992     1986     1986      2.64853     0.406849     0.192345
    sfcshp_uv282     3185       44       44       44       44      1.07917     0.731656     0.165226
    sfcshp_uv284     3185      248      248      222      222      1.13065      2.60149     0.730423
