loop1: max_iter=50, norm_reduction(target=0.001, final=0.000978339)
  i                   resNorm                         J                        Jb                      JoJc
  0         1167.124369032230      1738070.734072952066            0.000000000000      1738070.734072952066
  1         1014.451881037894      1731534.107079447946           62.734021399957      1731471.373058049008
  2         1009.371684069307      1727873.403287387919          178.718599327087      1727694.684688061010
  3          803.009779241051      1725856.412356063025          289.680235728764      1725566.732120333938
  4          619.672372995313      1723523.836346981116          489.408904357212      1723034.427442624001
  5          643.644223096181      1722121.933985901065          664.060813000123      1721457.873172899941
  6          428.249396939873      1720247.137728781905          998.662660123517      1719248.475068659056
  7          398.343409239642      1718831.299943821970         1359.462517233912      1717471.837426587939
  8          315.217404438501      1717612.491406986956         1783.240548210165      1715829.250858776970
  9          273.743360952612      1716782.161909792107         2157.320937140285      1714624.840972651960
 10          235.180216268924      1716120.613649959909         2528.381712805179      1713592.231937154895
 11          218.614630947420      1715573.479160617106         2904.843714637044      1712668.635445979889
 12          181.562733933793      1715228.313633447979         3185.823293312985      1712042.490340135992
 13          183.553819158962      1714971.090046615107         3425.081363161248      1711546.008683453081
 14          140.605507615247      1714740.982068493031         3667.774457451018      1711073.207611042075
 15          128.526534616329      1714548.613103291020         3897.723251935904      1710650.889851354994
 16          110.914403977723      1714421.288344080094         4067.679306710871      1710353.609037369024
 17           85.904852516993      1714308.396939490922         4234.247678418827      1710074.149261072045
 18           77.724938990772      1714220.484102264047         4377.912937962114      1709842.571164302062
 19           74.393447485739      1714168.404868413927         4470.790587498587      1709697.614280914888
 20           56.831815734500      1714127.348728320096         4549.489495493427      1709577.859232825926
 21           54.025723614884      1714088.878907952923         4629.149673528361      1709459.729234424885
 22           39.928263589547      1714061.338359890971         4690.796482724125      1709370.541877167067
 23           33.736786432809      1714039.184236942092         4744.238335126807      1709294.945901816012
 24           30.649289942970      1714026.393059954979         4777.256403253445      1709249.136656702030
 25           25.288284982672      1714016.883575609885         4803.257994505406      1709213.625581104076
 26           23.409349135425      1714009.477952518966         4824.690761141870      1709184.787191377021
 27           18.101223380091      1714004.472042781068         4839.966277487875      1709164.505765293026
 28           15.297802626084      1714000.447389724897         4852.886356576340      1709147.561033149017
 29           13.668687875408      1713997.619962783065         4862.437482568294      1709135.182480213931
 30           10.873689442758      1713995.375407139072         4870.409509236338      1709124.965897903079
 31            9.271419755223      1713993.715384352021         4876.612697391283      1709117.102686960949
 32            8.164478392644      1713992.756735915085         4880.359778047971      1709112.396957867080
 33            6.396982227088      1713991.948315053945         4883.654117289912      1709108.294197764015
 34            5.402424810723      1713991.380277862074         4886.070973823411      1709105.309304038994
 35            4.858887341397      1713991.009496161016         4887.713420430328      1709103.296075729886
 36            3.778499700569      1713990.741259241942         4888.946767540332      1709101.794491701061
 37            3.311909011337      1713990.555712948088         4889.831040657440      1709100.724672290962
 38            2.855265777100      1713990.420498253079         4890.498407873594      1709099.922090379056
 39            2.150675570328      1713990.312064398080         4891.053254511077      1709099.258809887106
 40            1.927971700492      1713990.243659090018         4891.415950064360      1709098.827709025005
 41            1.644919494419      1713990.197097364115         4891.671020757743      1709098.526076606009
 42            1.433425995910      1713990.165231456049         4891.850961810831      1709098.314269644907
 43            1.141843608147      1713990.140827785013         4891.992901001001      1709098.147926783888

loop2: max_iter=50, norm_reduction(target=0.001, final=0.000957386)
  i                   resNorm                         J                        Jb                      JoJc
  0           48.530858073464      1714013.648513087071         4891.992901001001      1709121.655612085946
  1           29.691653810148      1713982.708831177093         4896.331995943186      1709086.376835233998
  2           34.983824092249      1713976.287170039024         4897.605246862189      1709078.681923177093
  3           32.139482246328      1713973.915247048019         4898.185179091638      1709075.730067956960
  4           24.833068197265      1713969.584495052928         4899.586264707547      1709069.998230345082
  5           17.397882809486      1713965.898042633897         4901.406393136614      1709064.491649497999
  6           16.274809237241      1713962.572999673896         4904.257548186837      1709058.315451486968
  7           19.453756371898      1713961.225895154988         4905.591246932991      1709055.634648222011
  8           14.060757067161      1713960.008687813999         4906.810496680220      1709053.198191134026
  9           12.231817139478      1713958.689284916967         4908.055201418467      1709050.634083498968
 10           13.114332307850      1713957.700706992997         4909.031909840285      1709048.668797153048
 11           10.200598377806      1713956.849636083934         4910.172925966428      1709046.676710116910
 12            8.448758727469      1713955.902909792028         4911.403605592854      1709044.499304198893
 13            7.758170437298      1713955.339551462093         4912.079258012893      1709043.260293449042
 14            6.158998333677      1713954.818511767080         4912.629278387752      1709042.189233378973
 15            5.229348275955      1713954.349639341002         4912.817920148086      1709041.531719193095
 16            5.341364409394      1713953.965781337116         4912.979075474833      1709040.986705861986
 17            4.754444691742      1713953.772183553083         4913.022544878151      1709040.749638675014
 18            3.810677780991      1713953.578432234004         4913.125748446844      1709040.452683787094
 19            3.750713721442      1713953.451630051015         4913.139167277185      1709040.312462774105
 20            3.011360094097      1713953.316427920945         4913.004666437660      1709040.311761483084
 21            2.732505092273      1713953.234585500089         4912.911253946766      1709040.323331553023
 22            2.355008507962      1713953.175913101994         4912.948294650248      1709040.227618450997
 23            1.962321465402      1713953.109017744893         4912.961345127683      1709040.147672617109
 24            1.565789598886      1713953.066400479060         4912.910797833448      1709040.155602646060
 25            1.450842471359      1713953.039749315009         4912.836591523985      1709040.203157790937
 26            1.125003007078      1713953.011972798035         4912.701725640167      1709040.310247157933
 27            0.985037353092      1713952.996829411946         4912.649504097210      1709040.347325315000
 28            0.954054030729      1713952.986189542105         4912.603380286374      1709040.382809255971
 29            0.723912545243      1713952.977214419981         4912.582672501081      1709040.394541918999
 30            0.644877535854      1713952.971296493895         4912.572020971108      1709040.399275522912
 31            0.518521671562      1713952.966972819995         4912.569089768627      1709040.397883052006
 32            0.462558281000      1713952.963536401046         4912.559928490251      1709040.403607910965
 33            0.371338481994      1713952.961159222061         4912.562109034887      1709040.399050187087
 34            0.311671905296      1713952.959571430925         4912.570333180674      1709040.389238249976
 35            0.263959422985      1713952.958293468924         4912.586275173127      1709040.372018296039
 36            0.223844111382      1713952.957390802912         4912.603266295433      1709040.354124508100
 37            0.183046264735      1713952.956811269047         4912.611890460708      1709040.344920807984
 38            0.140358624003      1713952.956319621997         4912.622638660469      1709040.333680961980
 39            0.125025728531      1713952.956022860017         4912.633002976754      1709040.323019882897
 40            0.114226930676      1713952.955823113909         4912.644616815872      1709040.311206297949
