        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3873087  3873087  3873087  3740790  3740790            5     0.340933     0.340933
     adpsfc_t181    10807      593      593      579      579       0.7528      1.93593     0.657828
     adpsfc_t183    10807      225      225      223      223  3.21153e+09     0.103023    0.0398487
     adpsfc_t187    10807     2095     2095     2094     2094       2.2585     0.162849     0.137375
     adpsfc_q181    10807     3561     3561     3559     3559      912.906    0.0616758    0.0285911
     adpsfc_q183    10807     3782     3782     3778     3778      969.613    0.0160273   0.00861974
     adpsfc_q187    10807     2626     2626     2624     2624      472.501     0.420171     0.270037
    adpsfc_ps181    10807      595      595      588      588        55.09      1.58659     0.495718
    adpsfc_ps187    10807     1753     1753     1753     1753       54.977      1.61013     0.299625
    adpsfc_uv281    10807     1166     1166     1162     1162      1.69734      0.40269     0.200389
    adpsfc_uv284    10807      454      454      444      444      1.28237     0.827596     0.312421
    adpsfc_uv287    10807     4166     4166     4158     4158       1.5874     0.437759     0.268471
     adpupa_t120    32669    15592    15592    15592    15592  5.31745e+19    0.0628593    0.0333678
     adpupa_q120    32669     8300     8300     8300     8300     0.546763     0.121753    0.0433963
    adpupa_ps120    32669       91       91       91       91       70.273      1.09285     0.422999
    adpupa_uv220    32669    34070    34070    34042    34042  5.73196e+19     0.549182     0.171169
     aircar_t133    41079    18577    18577    18574    18574     0.925729     0.484315     0.258515
     aircar_q133    41079      805      805      805      805   0.00174213     0.454028     0.250548
    aircar_uv233    41079    37296    37296    37290    37290      2.32671     0.619234     0.258227
     sfcshp_t180     6604     1474     1474     1474     1474   5.8242e+08    0.0473395    0.0297013
     sfcshp_t183     6604       93       93       93       93  2.31869e+09    0.0640778    0.0496357
     sfcshp_q180     6604      814      814      814      814   0.00100168     0.502056     0.196621
     sfcshp_q183     6604      489      489      489      489      944.391    0.0322886    0.0252199
    sfcshp_ps180     6604     2186     2186     2171     2171      38.1438      3.74122     0.712082
    sfcshp_uv280     6604     3366     3366     3366     3366      2.64599     0.377694     0.142093
    sfcshp_uv282     6604       76       76       76       76      1.08391      1.16778     0.214502
    sfcshp_uv284     6604      450      450      444      444      1.13712      1.15293     0.309195
