               program              observation         number         status
            larccld.fd                GOES_EAST        1037673           read
            larccld.fd                GOES_WEST         822158           read
           metarcld.fd                raw_METAR           7333           read
           metarcld.fd       METAR_on_MPAS_mesh        1078284      processed
          lightning.fd            raw_lightning          42647           read
          lightning.fd   lightning_on_MPAS_mesh           3027      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           69.5           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1078284       ingested
      cloudanalysis.fd                lightning           3027       ingested
      cloudanalysis.fd                     refl             33       ingested
