        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3902808  3902808  3902808  3770734  3770734            5     0.284691     0.284691
     adpsfc_t181     9414      365      365      363      363       0.7528       2.1378      1.11263
     adpsfc_t183     9414      215      215      213      213  3.28605e+09     0.130788     0.091527
     adpsfc_t187     9414     2077     2077     2077     2077       2.2585     0.163653     0.134317
     adpsfc_q181     9414     3172     3172     3170     3170      940.398    0.0534958    0.0298028
     adpsfc_q183     9414     3382     3382     3378     3378      967.755    0.0176157   0.00992659
     adpsfc_q187     9414     2391     2391     2389     2389      388.339     0.419069     0.261462
    adpsfc_ps181     9414      366      366      364      364      55.7437     0.969472     0.256975
    adpsfc_ps187     9414     1962     1962     1960     1960       54.903      2.04247     0.300832
    adpsfc_uv281     9414      644      644      640      640      1.72428     0.377889     0.182017
    adpsfc_uv284     9414      426      426      420      420      1.28532     0.707224     0.274172
    adpsfc_uv287     9414     4118     4118     4112     4112       1.5874     0.426168     0.274665
     aircar_t133    13878     5769     5769     5765     5765     0.994453     0.534237     0.245476
     aircar_q133    13878      322      322      322      322      0.75722     0.913568     0.391803
    aircar_uv233    13878    11790    11790    11784    11784      2.33653     0.524013     0.217132
     sfcshp_t180     3056      629      629      628      628  7.98087e+08    0.0532358    0.0466826
     sfcshp_t183     3056       42       42       42       42  1.54303e+09     0.077253     0.075998
     sfcshp_q180     3056      407      407      406      406  0.000987419      0.46396     0.244019
     sfcshp_q183     3056      278      278      277      277       945.26     0.083816    0.0706582
    sfcshp_ps180     3056     1242     1242     1234     1234      38.2629      2.85971     0.741985
    sfcshp_uv280     3056     1932     1932     1930     1930      2.65284      0.22074     0.127903
    sfcshp_uv282     3056       34       34       34       34        1.079      2.05659      0.27755
    sfcshp_uv284     3056      198      198      188      188      1.13637      1.51919     0.521204
