               program              observation         number         status
            larccld.fd                GOES_EAST        1046354           read
            larccld.fd                GOES_WEST         824842           read
           metarcld.fd                raw_METAR           5512           read
           metarcld.fd       METAR_on_MPAS_mesh        1098636      processed
          lightning.fd            raw_lightning          44411           read
          lightning.fd   lightning_on_MPAS_mesh           5972      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           66.5           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1098636       ingested
      cloudanalysis.fd                lightning           5972       ingested
      cloudanalysis.fd                     refl             33       ingested
