        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
     adpsfc_t181     9533     3668      372      367      367       0.7528       1.6662     0.716143
     adpsfc_t183     9533     3668      218      216      216  3.33333e+09    0.0900575      0.05922
     adpsfc_t187     9533     2717     2084     2084     2084       2.2585     0.283861     0.242001
     adpsfc_q181     9533     3559     3299     3297     3297      941.759    0.0387944    0.0193291
     adpsfc_q183     9533     3559     3513     3509     3509      968.352    0.0160372    0.0100085
     adpsfc_q187     9533     2656     2400     2398     2398      390.817     0.410215      0.26307
    adpsfc_ps181     9533     7389      373      371      371      55.4919      1.72232     0.245738
    adpsfc_ps187     9533     2761     1966     1966     1966      55.1543      1.77627     0.300038
    adpsfc_uv281     9533     7174      656      652      652       1.7238     0.515181     0.232878
    adpsfc_uv284     9533     9078      432      424      424      1.28603     0.879992     0.322104
    adpsfc_uv287     9533     5312     4144     4142     4142       1.5874     0.443348     0.260086
     aircar_t133    15073     6168     6168     6160     6160     0.955344      0.46079     0.230047
     aircar_q133    15073      418      418      418      418     0.295248     0.460987     0.248346
    aircar_uv233    15073    12552    12552    12550    12550      2.33319     0.439329     0.161218
     sfcshp_t180     3241      892      679      677      677  8.59391e+08    0.0698423    0.0774275
     sfcshp_t183     3241      430       59       59       59  1.30189e+09     0.301953     0.263183
     sfcshp_q180     3241      570      470      469      469   0.00106705     0.643976     0.315773
     sfcshp_q183     3241      335      327      326      326      932.429    0.0594004     0.047603
    sfcshp_ps180     3241     3226     1296     1288     1288       38.278      4.04259     0.725501
    sfcshp_uv280     3241     2786     2046     2044     2044      2.65095     0.249089     0.129576
    sfcshp_uv282     3241     2786       36       36       36      1.07921      1.39656     0.180167
    sfcshp_uv284     3241     2786      298      294      294      1.11985      1.11543     0.339268
