               program              observation         number         status
            larccld.fd                GOES_EAST        1042870           read
            larccld.fd                GOES_WEST         822795           read
           metarcld.fd                raw_METAR           5519           read
           metarcld.fd       METAR_on_MPAS_mesh        1069663      processed
          lightning.fd            raw_lightning          56855           read
          lightning.fd   lightning_on_MPAS_mesh           4234      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           65.0           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1069663       ingested
      cloudanalysis.fd                lightning           4234       ingested
      cloudanalysis.fd                     refl             33       ingested
