        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3896024  3896024  3896024  3763628  3763628            5     0.314127     0.314127
     adpsfc_t181     9742      588      588      579      579       0.7528      2.31668     0.673935
     adpsfc_t183     9742      215      215      213      213  3.35673e+09    0.0693875    0.0308048
     adpsfc_t187     9742     2140     2140     2136     2136       2.2585     0.206591     0.138569
     adpsfc_q181     9742     3392     3392     3389     3389       909.02    0.0702603    0.0454341
     adpsfc_q183     9742     3604     3604     3599     3599      969.416    0.0116909    0.0071037
     adpsfc_q187     9742     2685     2685     2682     2682      465.769     0.425905     0.269615
    adpsfc_ps181     9742      588      588      577      577      54.9252      1.24288     0.467422
    adpsfc_ps187     9742     1962     1962     1962     1962      54.7485      1.03129      0.28564
    adpsfc_uv281     9742     1124     1124     1118     1118      1.70493     0.614306     0.342191
    adpsfc_uv284     9742      424      424      420      420      1.28497      1.13269     0.510136
    adpsfc_uv287     9742     3958     3958     3954     3954       1.5874     0.614973     0.375611
     adpupa_t120    10749     5105     5105     5105     5105      3.05055    0.0635868    0.0252911
     adpupa_q120    10749     2780     2780     2780     2780     0.653339     0.098784      0.03589
    adpupa_ps120    10749       29       29       29       29      73.8272     0.914449     0.407515
    adpupa_uv220    10749    11244    11244    11244    11244      2.62602     0.418392     0.142154
     aircar_t133      100       43       43       43       43     0.854693     0.274303      0.13233
     aircar_q133      100        1        1        1        1  0.000312038   0.00516627   0.00378697
    aircar_uv233      100       86       86       86       86       2.3214     0.290535     0.124925
     sfcshp_t180     2057      649      649      649      649  6.79889e+08     0.160474     0.138352
     sfcshp_t183     2057       44       44       44       44  2.13201e+09      0.10356     0.123187
     sfcshp_q180     2057      430      430      430      430   0.00105277       1.0191     0.641171
     sfcshp_q183     2057      275      275      275      275      942.936     0.377937     0.309652
    sfcshp_ps180     2057      748      748      739      738      38.0653       3.3083     0.778364
    sfcshp_uv280     2057     1206     1206     1206     1206      2.65019     0.240286     0.165063
    sfcshp_uv282     2057       36       36       36       36      1.07945      1.99096     0.261187
    sfcshp_uv284     2057      208      208      188      188      1.13655      2.46327       1.0904
