loop1: max_iter=50, norm_reduction(target=0.001, final=0.000973245)
  i                   resNorm                         J                        Jb                      JoJc
  0         1720.499439616102      1133326.140009020921            0.000000000000      1133326.140009020921
  1         2168.226715218804      1128531.280702004908           15.533619453919      1128515.747082551010
  2         1519.947664915187      1125736.469348448096           42.242422068594      1125694.226926378906
  3          933.535464897056      1122992.627895828104           91.714957919362      1122900.912937908899
  4          859.739719882374      1120979.308495660080          156.155483292184      1120823.153012367897
  5          656.548845736168      1119128.364345350070          255.150915740448      1118873.213429609081
  6          515.744862363018      1117395.446280218894          405.039090948379      1116990.407189270016
  7          476.408165984822      1115953.262299156981          598.569692565604      1115354.692606592085
  8          422.146685360548      1114979.745318894973          782.539733054310      1114197.205585841089
  9          342.190221465246      1113868.246589455986         1071.196468336281      1112797.050121119944
 10          335.168167125249      1113198.564839712111         1299.485444566365      1111899.079395146109
 11          289.712835657076      1112610.891078274930         1547.524747725075      1111063.366330550052
 12          252.429792265948      1112163.869876754936         1775.208425771654      1110388.661450983025
 13          220.145124702231      1111762.716097431956         2017.882340510511      1109744.833756921114
 14          213.101527724929      1111443.249234172050         2245.109881996074      1109198.139352176106
 15          165.553312716785      1111176.894058187027         2464.293731750776      1108712.600326437037
 16          160.291176913910      1110965.360209363047         2663.321016438582      1108302.039192924043
 17          152.771282916943      1110817.200183995068         2819.753756473410      1107997.446427521994
 18          119.022600643338      1110690.966885708971         2967.056916179155      1107723.909969530068
 19          116.946198476383      1110586.302744558081         3101.638318870442      1107484.664425686933
 20           88.168855700727      1110494.119245125912         3232.161412983786      1107261.957832142012
 21           91.333494908699      1110430.142500388902         3331.177448147529      1107098.965052240994
 22           82.781931325141      1110387.672724759905         3401.841478571156      1106985.831246189075
 23           65.673474401233      1110346.104932653019         3475.825012476014      1106870.279920177069
 24           58.445491538152      1110311.666678906884         3541.667077538276      1106769.999601369025
 25           49.778025473094      1110286.833104983903         3592.437902148833      1106694.395202836022
 26           41.887958887172      1110266.226343370043         3637.322659114795      1106628.903684254969
 27           37.589288183967      1110249.103900213959         3677.138156776860      1106571.965743436944
 28           34.465297827213      1110238.194170495961         3704.058880533397      1106534.135289963102
 29           28.933988838253      1110228.608839645050         3729.032971716148      1106499.575867928099
 30           23.692033122074      1110221.647336079972         3748.164665104169      1106473.482670974918
 31           22.130865457428      1110216.632901919074         3762.636221280821      1106453.996680638054
 32           18.460331786571      1110212.368844921933         3775.553526310130      1106436.815318611916
 33           15.393766987813      1110209.278135183966         3785.373817900133      1106423.904317284003
 34           14.395045696428      1110207.052528440952         3792.765547509020      1106414.286980932113
 35           12.609985327508      1110205.281721438980         3798.903279954691      1106406.378441483947
 36           10.533096106661      1110203.953112676973         3803.701909266051      1106400.251203411026
 37            8.963247359988      1110202.963751835050         3807.417187657300      1106395.546564178076
 38            7.704563037495      1110202.244766029995         3810.218724411922      1106392.026041618083
 39            6.674724508441      1110201.614971362986         3812.768587659692      1106388.846383702941
 40            5.453917207868      1110201.193243965972         3814.542037061126      1106386.651206905022
 41            5.033503583180      1110200.873377412092         3815.935698670715      1106384.937678741058
 42            4.001332034785      1110200.647820621030         3816.952355153620      1106383.695465468103
 43            3.719691909242      1110200.463616784895         3817.811154395821      1106382.652462389087
 44            3.183879368548      1110200.342059582006         3818.396623203182      1106381.945436378941
 45            2.487347669447      1110200.244242104935         3818.882329091396      1106381.361913013970
 46            2.280093173344      1110200.173096562969         3819.246713800717      1106380.926382763078
 47            2.107018617750      1110200.121227408992         3819.520500711845      1106380.600726696895
 48            1.674467752707      1110200.082875368884         3819.728779821225      1106380.354095546994

loop2: max_iter=50, norm_reduction(target=0.001, final=0.000966599)
  i                   resNorm                         J                        Jb                      JoJc
  0           81.272045522833      1110250.988504603971         3819.728779821225      1106431.259724783013
  1          118.946683452368      1110235.374494171003         3820.982540942861      1106414.391953228042
  2          138.167336710507      1110220.964248999953         3822.461170806638      1106398.503078192938
  3           53.112196186706      1110207.189500095090         3824.167648164896      1106383.021851930069
  4           49.189951380691      1110199.848801766988         3825.588576652709      1106374.260225113947
  5           31.392134345698      1110193.905745669967         3827.397720317944      1106366.508025351912
  6           25.505973770431      1110190.656605310040         3828.814933372407      1106361.841671936912
  7           26.272029990930      1110186.197803789983         3831.622624742733      1106354.575179046951
  8           19.387487274867      1110183.541328736115         3833.734011896092      1106349.807316839928
  9           17.846167665760      1110181.069349149009         3835.841334324918      1106345.228014823981
 10           15.314516112279      1110179.147146913921         3837.594661837839      1106341.552485076012
 11           14.757579830004      1110177.826703442959         3838.697935449620      1106339.128767993068
 12           12.999333808199      1110176.403793195961         3840.008841273176      1106336.394951923052
 13           13.308255380398      1110175.465617951937         3841.011258415772      1106334.454359536059
 14           10.788652337690      1110174.535315569025         3841.919715046292      1106332.615600523073
 15            9.862362963411      1110173.658996869111         3842.791226721199      1106330.867770147976
 16            7.964617369428      1110173.060840887949         3843.307629944031      1106329.753210943891
 17            9.137278327693      1110172.593017670093         3843.731830537168      1106328.861187133007
 18            6.873091042967      1110172.185833984986         3844.115936988389      1106328.069896996021
