        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3914314  3914314  3914314  3780745  3780745            5     0.287079     0.287079
     adpsfc_t181     9667      379      379      371      371       0.7528      2.40737     0.553994
     adpsfc_t183     9667      215      215      213      213  3.28605e+09    0.0801327    0.0309819
     adpsfc_t187     9667     2123     2123     2121     2121       2.2585     0.215224       0.1394
     adpsfc_q181     9667     3366     3366     3363     3363      941.656    0.0540488    0.0309589
     adpsfc_q183     9667     3579     3579     3574     3574      969.062    0.0146073    0.0066445
     adpsfc_q187     9667     2455     2455     2452     2452       390.68     0.544458     0.322388
    adpsfc_ps181     9667      380      380      378      378      55.1565      1.62193     0.209585
    adpsfc_ps187     9667     1946     1946     1945     1945      54.7895      2.35863     0.284003
    adpsfc_uv281     9667      664      664      660      660      1.71247     0.637299     0.306915
    adpsfc_uv284     9667      426      426      420      420      1.28582      1.11873     0.512317
    adpsfc_uv287     9667     3992     3992     3982     3982       1.5874     0.643294     0.413779
     adpupa_t120      100       49       49       49       49      1.43314     0.211914     0.190583
     adpupa_q120      100       33       33       33       33   0.00124828    0.0578433    0.0474769
    adpupa_ps120      100        1        1        0        0            0            0            0
    adpupa_uv220      100       98       98       98       98      2.59733     0.544942     0.428211
     aircar_t133    55809    24144    24144    24115    24115     0.950847     0.357666     0.195363
     aircar_q133    55809     1950     1950     1950     1950      0.57052     0.212373     0.137006
    aircar_uv233    55809    48514    48514    48460    48460      2.33201     0.413474     0.204008
     sfcshp_t180     3393      729      729      728      728  7.41249e+08    0.0626092    0.0511483
     sfcshp_t183     3393       56       56       55       55      10.6683    0.0256169    0.0300611
     sfcshp_q180     3393      516      516      515      515   0.00114222     0.661057     0.330771
     sfcshp_q183     3393      326      326      325      325      935.505     0.795046      0.70023
    sfcshp_ps180     3393     1341     1341     1332     1331      38.2497      4.03159     0.688356
    sfcshp_uv280     3393     2160     2160     2158     2158      2.65005     0.274841     0.168669
    sfcshp_uv282     3393       48       48       46       46      1.07916      1.24811     0.635166
    sfcshp_uv284     3393      282      282      264      264      1.13087      2.10476      1.02517
