        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
     adpsfc_t181     8272     3053      576      570      570       0.7528      1.79034     0.798679
     adpsfc_t183     8272     3053      215      213      213  3.13993e+09    0.0813527    0.0498102
     adpsfc_t187     8272     2906     2069     2069     2069       2.2585     0.264895     0.213123
     adpsfc_q181     8272     2997     2738     2736     2736      888.456    0.0683116    0.0367842
     adpsfc_q183     8272     2997     2951     2947     2947      962.573    0.0206687    0.0111519
     adpsfc_q187     8272     2854     2598     2596     2596      468.933      0.36079     0.225952
    adpsfc_ps181     8272     6161      575      565      565      55.1107      1.61817     0.475263
    adpsfc_ps187     8272     2952     1994     1993     1993      55.1039      2.24128      0.29698
    adpsfc_uv281     8272     6018     1132     1128     1128      1.70671     0.486224     0.212257
    adpsfc_uv284     8272     7898      426      418      418      1.28581      0.84543      0.32094
    adpsfc_uv287     8272     5730     4088     4082     4082       1.5874     0.464602     0.254483
     adpupa_t120     1836      888      888      888      888      2.89322    0.0615838    0.0331199
     adpupa_q120     1836      472      472      472      472    0.0021065    0.0395014    0.0204413
    adpupa_ps120     1836        5        5        5        5      73.4086     0.540758    0.0872819
    adpupa_uv220     1836     1888     1888     1888     1888      2.61837     0.388434     0.173365
     aircar_t133    23290    10317    10317    10313    10313      1.06432     0.358821     0.191289
     aircar_q133    23290      738      738      738      738     0.469836     0.130593    0.0799545
    aircar_uv233    23290    20976    20976    20966    20966      2.35158     0.392514     0.178123
     sfcshp_t180     3247      952      712      711      711  7.50059e+08    0.0486454    0.0376407
     sfcshp_t183     3247      435       62       62       62     1.27e+09     0.119616     0.121877
     sfcshp_q180     3247      595      497      496      496   0.00108092     0.510606     0.151015
     sfcshp_q183     3247      337      328      327      327      929.362    0.0623126    0.0444512
    sfcshp_ps180     3247     3222      817      810      809      38.0292      4.27255     0.853658
    sfcshp_uv280     3247     2856     1334     1334     1334      2.65041     0.181271     0.101095
    sfcshp_uv282     3247     2856       42       42       42      1.07918      1.39748     0.487173
    sfcshp_uv284     3247     2856      266      266      266      1.12356      1.30147     0.402177
