        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3863185  3863185  3863185  3729497  3729497            5     0.184079     0.184079
     adpsfc_t181     9697      366      366      364      364       0.7528      1.28509     0.661741
     adpsfc_t183     9697      214      214      212      212  3.29379e+09    0.0713145    0.0412153
     adpsfc_t187     9697     2068     2068     2068     2068       2.2585     0.181447     0.160002
     adpsfc_q181     9697     3273     3273     3271     3271        942.1    0.0350624    0.0161479
     adpsfc_q183     9697     3484     3484     3480     3480      968.537    0.0141834   0.00768228
     adpsfc_q187     9697     2373     2373     2371     2371       390.35     0.421948      0.26866
    adpsfc_ps181     9697      367      367      365      365      55.4981      1.16799     0.263455
    adpsfc_ps187     9697     1957     1957     1956     1956      55.0641      2.37865     0.285096
    adpsfc_uv281     9697      642      642      638      638      1.72446     0.536516     0.267237
    adpsfc_uv284     9697      424      424      410      410      1.28471     0.899607     0.335602
    adpsfc_uv287     9697     4124     4124     4118     4118       1.5874     0.408077     0.247487
     aircar_t133    15157     6503     6503     6498     6498      1.04114     0.453281     0.224002
     aircar_q133    15157      439      439      439      439      1.18669     0.658235     0.296159
    aircar_uv233    15157    13144    13144    13136    13136      2.33937     0.432047     0.166628
     sfcshp_t180     2984      637      637      636      636  7.93052e+08    0.0821657    0.0755167
     sfcshp_t183     2984       53       53       51       51  2.42536e+09     0.117727    0.0815661
     sfcshp_q180     2984      419      419      418      418   0.00105887     0.454796     0.289706
     sfcshp_q183     2984      282      282      281      281      932.815     0.214561      0.15616
    sfcshp_ps180     2984      729      729      721      721      38.0757       3.8731     0.744916
    sfcshp_uv280     2984     1170     1170     1168     1168      2.65062     0.177983     0.111245
    sfcshp_uv282     2984       36       36       36       36      1.07921      1.16482     0.174537
    sfcshp_uv284     2984      220      220      218      218      1.13992     0.968941     0.359575
