               program              observation         number         status
            larccld.fd                GOES_EAST        1052426           read
            larccld.fd                GOES_WEST         826870           read
           metarcld.fd                raw_METAR           4849           read
           metarcld.fd       METAR_on_MPAS_mesh        1063629      processed
          lightning.fd            raw_lightning          65173           read
          lightning.fd   lightning_on_MPAS_mesh           2741      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           63.0           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1063629       ingested
      cloudanalysis.fd                lightning           2741       ingested
      cloudanalysis.fd                     refl             33       ingested
