        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3923129  3923129  3923129  3789909  3789909            5     0.255114     0.255114
     adpsfc_t181     8153      375      375      370      370       0.7528      1.65041     0.750648
     adpsfc_t183     8153      217      217      215      215  3.34108e+09    0.0684113    0.0336554
     adpsfc_t187     8153     2026     2026     2026     2026       2.2585     0.196698     0.150768
     adpsfc_q181     8153     2650     2650     2648     2648      926.378    0.0731265    0.0367002
     adpsfc_q183     8153     2865     2865     2861     2861      961.093    0.0275773    0.0127077
     adpsfc_q187     8153     2350     2350     2348     2348      397.103       0.5844     0.271259
    adpsfc_ps181     8153      376      376      373      373      55.8448     0.851272     0.213314
    adpsfc_ps187     8153     1928     1928     1928     1928      55.0092      1.67593     0.288118
    adpsfc_uv281     8153      670      670      666      666      1.72347     0.466081     0.230065
    adpsfc_uv284     8153      430      430      424      424      1.28823     0.706109     0.308787
    adpsfc_uv287     8153     4002     4002     3998     3998       1.5874     0.448469     0.257938
     aircar_t133    26249    11032    11032    11030    11030      1.05174     0.541372     0.235654
     aircar_q133    26249      747      747      747      747     0.385076     0.650654     0.338373
    aircar_uv233    26249    22342    22342    22270    22270      2.34855     0.691204     0.228228
     sfcshp_t180     3356      714      714      710      710  9.19277e+08    0.0630319    0.0609146
     sfcshp_t183     3356       60       60       58       58  1.31306e+09     0.149929     0.120342
     sfcshp_q180     3356      491      491      487      487   0.00112891     0.393457     0.234122
     sfcshp_q183     3356      324      324      320      320      929.459     0.057456    0.0570664
    sfcshp_ps180     3356     1333     1333     1320     1320      38.2301      4.25571     0.675964
    sfcshp_uv280     3356     2128     2128     2120     2120      2.64892     0.224617     0.124993
    sfcshp_uv282     3356       44       44       44       44      1.07948      1.14894      0.24025
    sfcshp_uv284     3356      276      276      270      270      1.13402      1.51903     0.304937
