        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3910887  3910887  3910887  3777292  3777292            5     0.413507     0.413507
     adpsfc_t181     7822       18       18       17       17       0.7528      4.09677     0.872453
     adpsfc_t183     7822        1        1        1        1      3.83539   0.00283967  0.000125499
     adpsfc_t187     7822     2005     2005     2003     2003       2.2585     0.198636     0.142462
     adpsfc_q181     7822     2786     2786     2784     2784      995.765    0.0101247   0.00860235
     adpsfc_q183     7822     2787     2787     2785     2785      998.821  0.000344632  0.000472082
     adpsfc_q187     7822     1981     1981     1979     1979       95.275     0.663798     0.408022
    adpsfc_ps181     7822       18       18       18       18      54.6028      3.26036     0.857561
    adpsfc_ps187     7822     1989     1989     1989     1989      54.8151      1.47415     0.321043
    adpsfc_uv281     7822       36       36       34       34      1.67591       1.4595     0.655933
    adpsfc_uv284     7822        2        2        2        2      1.11104     0.151303     0.116227
    adpsfc_uv287     7822     3870     3870     3828     3828       1.5874     0.686726     0.433422
     adpupa_t120       54       28       28       28       28      1.37317     0.133413      0.11123
     adpupa_q120       54       28       28       28       28   0.00148523    0.0512483    0.0503256
    adpupa_ps120       54        1        1        1        1      82.0676      1.38512      2.01291
    adpupa_uv220       54       48       48       48       48      2.51053     0.163062     0.117147
     aircar_t133    54808    23054    23054    23047    23047     0.965691     0.356159     0.207996
     aircar_q133    54808     1639     1639     1639     1639     0.557415     0.276807      0.17446
    aircar_uv233    54808    46768    46768    46732    46732      2.33374     0.474421     0.243014
     sfcshp_t180     3110      638      638      637      637  5.60332e+08     0.101794    0.0875527
     sfcshp_t183     3110       43       43       43       43  1.52499e+09     0.151689    0.0572612
     sfcshp_q180     3110      437      437      436      436   0.00112054     0.681046     0.315425
     sfcshp_q183     3110      249      249      248      248      934.479     0.142685    0.0825999
    sfcshp_ps180     3110     1233     1233     1227     1227      38.2175      3.55171     0.742664
    sfcshp_uv280     3110     1954     1954     1950     1950      2.64934     0.287257     0.152744
    sfcshp_uv282     3110       34       34       34       34      1.07922     0.841517     0.381259
    sfcshp_uv284     3110      234      234      224      224      1.13016      1.75249     0.679908
