        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3927965  3927965  3927965  3791485  3791485            5     0.233198     0.233198
     adpsfc_t181    10211      593      593      586      586       0.7528      2.05065     0.676399
     adpsfc_t183    10211      224      224      222      222  3.35578e+09     0.115859    0.0416528
     adpsfc_t187    10211     2113     2113     2113     2113       2.2585     0.213539     0.165954
     adpsfc_q181    10211     3529     3529     3527     3527      911.932     0.078267    0.0356702
     adpsfc_q183    10211     3751     3751     3747     3747      969.229    0.0168074    0.0103129
     adpsfc_q187    10211     2651     2651     2649     2649      470.666     0.541721     0.323327
    adpsfc_ps181    10211      595      595      587      586      55.0147      1.64466     0.484786
    adpsfc_ps187    10211     1935     1935     1935     1935      54.9832      1.72436      0.30795
    adpsfc_uv281    10211     1160     1160     1156     1156      1.70456     0.360878     0.184687
    adpsfc_uv284    10211      452      452      448      448      1.27825     0.585141     0.245618
    adpsfc_uv287    10211     4174     4174     4172     4172       1.5874     0.398579      0.24444
     adpupa_t120    27810    13135    13135    13135    13135  5.06318e+19    0.0649939    0.0340318
     adpupa_q120    27810     7094     7094     7094     7094  1.05605e+14      0.12941    0.0457383
    adpupa_ps120    27810       80       80       79       79        69.76     0.954156     0.366562
    adpupa_uv220    27810    29218    29218    29216    29216  5.36285e+19     0.514735     0.162628
     aircar_t133    48465    22159    22159    22149    22149      0.97419     0.469844      0.23271
     aircar_q133    48465     1805     1805     1805     1805     0.481228     0.306604     0.160004
    aircar_uv233    48465    44352    44352    44336    44336      2.33354     0.516517     0.212828
     sfcshp_t180     6743     1517     1517     1514     1514  5.74675e+08    0.0883698    0.0552529
     sfcshp_t183     6743      102      102      102      102   1.9803e+09     0.209213     0.131309
     sfcshp_q180     6743      842      842      839      839   0.00103847     0.838055     0.240783
     sfcshp_q183     6743      502      502      499      499      942.338    0.0643269    0.0464641
    sfcshp_ps180     6743     2250     2250     2239     2238      38.1637       3.4477     0.578166
    sfcshp_uv280     6743     3514     3514     3512     3512      2.64722     0.257936     0.116049
    sfcshp_uv282     6743       88       88       88       88      1.08533      1.00909     0.147302
    sfcshp_uv284     6743      490      490      488      488      1.13526      1.09435     0.355087
