               program              observation         number         status
            larccld.fd                GOES_EAST        1041416           read
            larccld.fd                GOES_WEST         823014           read
           metarcld.fd                raw_METAR           5544           read
           metarcld.fd       METAR_on_MPAS_mesh        1103271      processed
          lightning.fd            raw_lightning          70449           read
          lightning.fd   lightning_on_MPAS_mesh           5134      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           70.0           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1103271       ingested
      cloudanalysis.fd                lightning           5134       ingested
      cloudanalysis.fd                     refl             33       ingested
