        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3941436  3941436  3941436  3804999  3804999            5     0.466394     0.466394
     adpsfc_t181     9336      383      383      372      372       0.7528      1.70994     0.549899
     adpsfc_t183     9336      216      216      214      214  3.48562e+09    0.0692448    0.0376884
     adpsfc_t187     9336     2134     2134     2131     2131       2.2585     0.227632     0.164456
     adpsfc_q181     9336     3335     3335     3332     3332      940.469    0.0501154    0.0336789
     adpsfc_q183     9336     3549     3549     3544     3544      968.659    0.0141471   0.00784477
     adpsfc_q187     9336     2475     2475     2472     2472      391.166     0.518738     0.323648
    adpsfc_ps181     9336      384      384      382      382      55.7697       1.3338     0.293575
    adpsfc_ps187     9336     1999     1999     1999     1999      54.9055      1.74465     0.315812
    adpsfc_uv281     9336      670      670      662      662      1.72103     0.638792     0.311528
    adpsfc_uv284     9336      428      428      418      418      1.28962     0.907116     0.377311
    adpsfc_uv287     9336     4138     4138     4114     4114       1.5874     0.726161     0.438985
     aircar_t133    53602    23113    23113    23105    23105      1.04352     0.432404     0.248688
     aircar_q133    53602     1906     1906     1906     1906     0.147933     0.442847      0.24204
    aircar_uv233    53602    46390    46390    46370    46370      2.34424     0.550366     0.284336
     sfcshp_t180     3192      663      663      661      661   6.7369e+08     0.180065    0.0906937
     sfcshp_t183     3192       44       44       42       42  2.67261e+09     0.277697     0.186999
     sfcshp_q180     3192      451      451      449      449   0.00115536     0.509251     0.282122
     sfcshp_q183     3192      283      283      281      281      944.168    0.0821782    0.0664788
    sfcshp_ps180     3192     1277     1277     1266     1266      38.2325      3.75582      0.68866
    sfcshp_uv280     3192     2038     2038     2034     2034      2.64921     0.390069     0.175603
    sfcshp_uv282     3192       28       28       28       28      1.07927       2.0455     0.663711
    sfcshp_uv284     3192      228      228      218      218      1.13845       1.5597      0.52737
