               program              observation         number         status
            larccld.fd                GOES_EAST        1046453           read
            larccld.fd                GOES_WEST         826368           read
           metarcld.fd                raw_METAR           5666           read
           metarcld.fd       METAR_on_MPAS_mesh        1054625      processed
          lightning.fd            raw_lightning          18339           read
          lightning.fd   lightning_on_MPAS_mesh           1915      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           60.5           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1054625       ingested
      cloudanalysis.fd                lightning           1915       ingested
      cloudanalysis.fd                     refl             33       ingested
