        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3924679  3924679  3924679  3790049  3790049            5     0.424948     0.424948
     adpsfc_t181    10297      588      588      575      575       0.7528      1.63578     0.521233
     adpsfc_t183    10297      224      224      222      222  3.55142e+09    0.0521358    0.0311098
     adpsfc_t187    10297     2115     2115     2113     2113       2.2585     0.203795       0.1524
     adpsfc_q181    10297     3567     3567     3563     3563       913.62    0.0740835    0.0446653
     adpsfc_q183    10297     3789     3789     3783     3783      969.517    0.0173719   0.00901086
     adpsfc_q187    10297     2658     2658     2655     2655      468.131     0.593853     0.357384
    adpsfc_ps181    10297      590      590      581      580      55.1237      1.78591     0.438227
    adpsfc_ps187    10297     1986     1986     1986     1986      54.9247      1.24489     0.314953
    adpsfc_uv281    10297     1156     1156     1144     1144      1.70436     0.824662     0.418129
    adpsfc_uv284    10297      452      452      436      436      1.28543      1.51837     0.622246
    adpsfc_uv287    10297     4180     4180     4136     4136       1.5874     0.674466     0.408689
     adpupa_t120    43949    20586    20586    20568    20568  6.35891e+19    0.0657838    0.0317955
     adpupa_q120    43949    10048    10048    10031    10031       1.1204      0.11537    0.0448634
    adpupa_ps120    43949      125      125      124      124      71.3565      1.31859      0.32242
    adpupa_uv220    43949    46596    46596    46554    46554  6.08918e+19     0.480304     0.157827
     aircar_t133    79847    34306    34306    34287    34287      1.00573     0.388302     0.239077
     aircar_q133    79847     2937     2937     2937     2937     0.516803     0.284928     0.171426
    aircar_uv233    79847    69262    69262    69224    69224      2.33993      0.49002     0.266866
     sfcshp_t180     6633     1494     1494     1493     1493  5.78702e+08    0.0674469    0.0446507
     sfcshp_t183     6633       79       79       79       79  1.12509e+09     0.529585     0.378925
     sfcshp_q180     6633      898      898      897      897   0.00114657     0.422931     0.197145
     sfcshp_q183     6633      522      522      521      521      946.825     0.117871     0.081422
    sfcshp_ps180     6633     2212     2212     2205     2204      38.1765      4.20428     0.721128
    sfcshp_uv280     6633     3440     3440     3438     3438       2.6475     0.232536     0.126751
    sfcshp_uv282     6633       82       82       82       82      1.09295      1.45076     0.412009
    sfcshp_uv284     6633      440      440      440      440      1.11218       1.6183     0.400978
