        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3878150  3878150  3878150  3762328  3762328            5     0.273251     0.273251
     adpsfc_t181     9674      584      584      572      572       0.7528      2.10953     0.631059
     adpsfc_t183     9674      214      214      212      212  3.36463e+09    0.0611957    0.0357507
     adpsfc_t187     9674     2128     2128     2123     2123       2.2585     0.212171     0.136978
     adpsfc_q181     9674     3408     3408     3405     3405      910.269    0.0646986    0.0400876
     adpsfc_q183     9674     3620     3620     3615     3615      969.549    0.0105429   0.00565653
     adpsfc_q187     9674     2667     2667     2664     2664      465.331      0.43958     0.258991
    adpsfc_ps181     9674      584      584      575      575      54.8803      2.60788     0.486814
    adpsfc_ps187     9674     1902     1902     1901     1901      54.6814      2.37055     0.264596
    adpsfc_uv281     9674     1100     1100     1096     1096      1.70152     0.504692     0.250377
    adpsfc_uv284     9674      424      424      420      420      1.28529     0.932629     0.406156
    adpsfc_uv287     9674     3944     3944     3938     3938       1.5874     0.624497     0.387522
     adpupa_t120    10223     4759     4759     4759     4759      3.18457    0.0623922    0.0329508
     adpupa_q120    10223     2629     2629     2629     2629       1.0305    0.0948624    0.0325732
    adpupa_ps120    10223       31       31       31       31      74.7339      1.65183     0.422557
    adpupa_uv220    10223    10870    10870    10870    10870       2.6323     0.494984     0.165963
     aircar_t133    58275    25451    25451    25413    25413     0.962452     0.377631     0.213438
     aircar_q133    58275     2017     2017     2017     2017     0.335949     0.285978     0.177701
    aircar_uv233    58275    51184    51184    51158    51158      2.33254     0.417836     0.203477
     sfcshp_t180     3104      697      697      697      697  6.56061e+08    0.0912618    0.0753505
     sfcshp_t183     3104       43       43       41       41  1.56174e+09     0.114101    0.0790118
     sfcshp_q180     3104      480      480      480      480   0.00111713     0.497146     0.348937
     sfcshp_q183     3104      302      302      302      302      951.562     0.177762     0.151477
    sfcshp_ps180     3104      791      791      784      784      38.1232      3.85373      0.71979
    sfcshp_uv280     3104     1316     1316     1316     1316      2.64716     0.299335     0.141506
    sfcshp_uv282     3104       34       34       32       32      1.07916     0.606003     0.380716
    sfcshp_uv284     3104      196      196      180      180      1.15626      1.56212     0.876965
