        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3892337  3892337  3892337  3758887  3758887            5     0.193297     0.193297
     adpsfc_t181     9462      368      368      363      363       0.7528      1.62082     0.710627
     adpsfc_t183     9462      218      218      216      216  3.11805e+09     0.095792    0.0584362
     adpsfc_t187     9462     2075     2075     2075     2075       2.2585     0.227671     0.192267
     adpsfc_q181     9462     3233     3233     3231     3231      941.046    0.0606837      0.02821
     adpsfc_q183     9462     3446     3446     3442     3442      967.896    0.0186498   0.00956843
     adpsfc_q187     9462     2389     2389     2387     2387      390.113     0.464179     0.293687
    adpsfc_ps181     9462      370      370      368      368      55.5035      1.46697     0.247079
    adpsfc_ps187     9462     1904     1904     1903     1903      55.0851       2.3033     0.282343
    adpsfc_uv281     9462      652      652      648      648      1.72179     0.481119     0.187397
    adpsfc_uv284     9462      432      432      426      426      1.28235     0.872389     0.287734
    adpsfc_uv287     9462     4128     4128     4120     4120       1.5874     0.441854     0.260269
     aircar_t133    12087     4669     4669     4659     4659     0.986046     0.655786     0.290632
     aircar_q133    12087      257      257      257      257     0.196806     0.791499     0.270768
    aircar_uv233    12087     9556     9556     9548     9548      2.33903     0.646849     0.234216
     sfcshp_t180     3245      691      691      690      690  1.20386e+09    0.0739492     0.061697
     sfcshp_t183     3245       58       58       58       58  2.62613e+09     0.125383     0.117515
     sfcshp_q180     3245      483      483      482      482   0.00122148     0.587507     0.280067
     sfcshp_q183     3245      337      337      336      336      934.479    0.0440081    0.0428802
    sfcshp_ps180     3245     1297     1297     1284     1283      38.8428      3.43076     0.781077
    sfcshp_uv280     3245     2054     2054     2050     2050      2.66002     0.223794     0.121965
    sfcshp_uv282     3245       44       44       44       44      1.07917     0.837374     0.238694
    sfcshp_uv284     3245      284      284      274      274      1.12441      1.23211     0.276096
