        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3883106  3883106  3883106  3746799  3746799            5     0.366455     0.366455
     adpsfc_t181     9470      583      583      573      573       0.7528      2.31113      0.68501
     adpsfc_t183     9470      212      212      210      210  3.16228e+09    0.0823483    0.0395554
     adpsfc_t187     9470     2137     2137     2135     2135       2.2585     0.241651     0.149885
     adpsfc_q181     9470     3376     3376     3373     3373      909.223    0.0663668    0.0468681
     adpsfc_q183     9470     3586     3586     3581     3581      969.553    0.0115243   0.00771191
     adpsfc_q187     9470     2678     2678     2675     2675      464.775     0.456896     0.280794
    adpsfc_ps181     9470      583      583      573      573      54.8675      1.87858     0.399743
    adpsfc_ps187     9470     1997     1997     1996     1996      54.6517      2.11238     0.279178
    adpsfc_uv281     9470     1106     1106     1102     1102      1.69723     0.648626     0.326589
    adpsfc_uv284     9470      420      420      414      414      1.28663      1.06669     0.465822
    adpsfc_uv287     9470     3976     3976     3958     3958       1.5874     0.654831     0.400403
     adpupa_t120    11266     5196     5196     5196     5196      3.18039    0.0671511    0.0287246
     adpupa_q120    11266     2840     2840     2840     2840     0.913752     0.149483    0.0352085
    adpupa_ps120    11266       33       33       33       33       73.927      2.01007     0.429089
    adpupa_uv220    11266    12078    12078    12078    12078      2.62953      0.47903     0.133891
     aircar_t133    54503    23455    23455    23450    23450       1.0184     0.357259     0.201498
     aircar_q133    54503     2010     2010     2010     2010     0.461807     0.309054     0.172397
    aircar_uv233    54503    47000    47000    46986    46986      2.34158     0.401203     0.207198
     sfcshp_t180     3110      674      674      674      674  8.61301e+08     0.141272      0.12587
     sfcshp_t183     3110       44       44       44       44  2.13201e+09      0.15054     0.131064
     sfcshp_q180     3110      465      465      465      465   0.00112829     0.512478     0.395442
     sfcshp_q183     3110      293      293      293      293      941.062      0.10973    0.0500109
    sfcshp_ps180     3110      763      763      750      750      38.0785      4.66545     0.955352
    sfcshp_uv280     3110     1282     1282     1282     1282      2.64738     0.209039      0.13692
    sfcshp_uv282     3110       36       36       36       36      1.07959     0.523016      0.15092
    sfcshp_uv284     3110      212      212      186      186      1.14589          1.2       0.4996
