               program              observation         number         status
            larccld.fd                GOES_EAST        1046066           read
            larccld.fd                GOES_WEST         825320           read
           metarcld.fd                raw_METAR           5928           read
           metarcld.fd       METAR_on_MPAS_mesh        1058634      processed
          lightning.fd            raw_lightning          22554           read
          lightning.fd   lightning_on_MPAS_mesh           1943      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           59.5           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1058634       ingested
      cloudanalysis.fd                lightning           1943       ingested
      cloudanalysis.fd                     refl             33       ingested
