        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
     adpsfc_t181     9477     3596      383      370      370       0.7528      2.79752     0.668982
     adpsfc_t183     9477     3596      221      219      219  3.31042e+09     0.131909    0.0529312
     adpsfc_t187     9477     2714     2069     2068     2068       2.2585     0.284305     0.160783
     adpsfc_q181     9477     3511     3249     3246     3246      938.869     0.082084    0.0373339
     adpsfc_q183     9477     3511     3468     3463     3463      967.194    0.0253833    0.0116412
     adpsfc_q187     9477     2663     2404     2401     2401      396.907     0.579554     0.309042
    adpsfc_ps181     9477     7226      384      382      382      55.5213     0.943315     0.262189
    adpsfc_ps187     9477     2759     1875     1875     1875      54.8551     0.861154     0.291602
    adpsfc_uv281     9477     6636      672      666      666      1.72251     0.578079     0.295934
    adpsfc_uv284     9477     8554      438      430      430      1.28614      1.11155     0.496604
    adpsfc_uv287     9477     5072     3888     3886     3886       1.5874     0.630361     0.398737
     aircar_t133    55626    23649    23649    23635    23635     0.984452     0.366974     0.195842
     aircar_q133    55626     2055     2055     2055     2055     0.142183     0.316737     0.162521
    aircar_uv233    55626    47670    47670    47642    47642      2.33662     0.500952     0.230332
     sfcshp_t180     3311      916      680      677      677  5.43526e+08     0.124387    0.0822878
     sfcshp_t183     3311      447       69       67       67  2.11604e+09      0.34149     0.165018
     sfcshp_q180     3311      582      470      467      467   0.00112154      1.01461     0.297966
     sfcshp_q183     3311      342      333      330      330      921.853     0.285495     0.211443
    sfcshp_ps180     3311     3284     1287     1280     1280      38.2795      2.57888     0.827994
    sfcshp_uv280     3311     2856     2056     2044     2044      2.65153     0.250717     0.151328
    sfcshp_uv282     3311     2856       50       48       48      1.07916      3.89709     0.531674
    sfcshp_uv284     3311     2856      324      300      300       1.1247      2.91587      1.26742
