        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3892639  3892639  3892639  3758832  3758832            5      0.28907      0.28907
     adpsfc_t181     9393      365      365      361      361       0.7528      1.56569     0.744354
     adpsfc_t183     9393      214      214      212      212  3.14733e+09    0.0783097    0.0490775
     adpsfc_t187     9393     2070     2070     2070     2070       2.2585      0.20587     0.170159
     adpsfc_q181     9393     3197     3197     3195     3195      940.871     0.050524     0.029323
     adpsfc_q183     9393     3408     3408     3404     3404      967.846    0.0128654   0.00755407
     adpsfc_q187     9393     2382     2382     2380     2380      389.073     0.483966     0.310248
    adpsfc_ps181     9393      366      366      364      364      55.6412      1.03957     0.225789
    adpsfc_ps187     9393     1869     1869     1868     1868      55.0598      2.38567     0.288586
    adpsfc_uv281     9393      650      650      646      646      1.72317     0.466826     0.223811
    adpsfc_uv284     9393      424      424      416      416      1.28346     0.809633     0.341584
    adpsfc_uv287     9393     4130     4130     4100     4100       1.5874     0.472885     0.284463
     adpupa_t120     1168      260      260      260      260  5.83444e+19     0.191657     0.107539
     adpupa_q120     1168       82       82       82       82  0.000909654      0.24731     0.120285
    adpupa_ps120     1168        2        2        2        2      73.4624      1.17229      0.29564
    adpupa_uv220     1168     1044     1044     1044     1044  9.27707e+19     0.659008     0.209103
     aircar_t133     7521     2487     2487     2482     2482     0.876001     0.400529     0.193385
     aircar_q133     7521       35       35       35       35   0.00241762     0.393892      0.22889
    aircar_uv233     7521     5148     5148     5138     5138       2.3214     0.479056     0.173976
     sfcshp_t180     3347      714      714      712      712  9.91537e+08     0.049149    0.0477968
     sfcshp_t183     3347       57       57       57       57  2.29416e+09     0.205446     0.202904
     sfcshp_q180     3347      505      505      503      503    0.0010564     0.463786     0.252862
     sfcshp_q183     3347      325      325      323      323      933.445    0.0731394    0.0672398
    sfcshp_ps180     3347     1328     1328     1319     1318      38.2479      3.90072     0.746172
    sfcshp_uv280     3347     2122     2122     2118     2118       2.6503     0.211776     0.120721
    sfcshp_uv282     3347       30       30       30       30      1.07925      1.46067     0.918676
    sfcshp_uv284     3347      288      288      286      286      1.12813     0.954637     0.367756
