        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
     adpsfc_t181     9206     3565      381      373      373       0.7528      2.10314     0.632268
     adpsfc_t183     9206     3565      214      212      212  3.29379e+09    0.0728638    0.0395899
     adpsfc_t187     9206     2758     2122     2119     2119       2.2585     0.222021     0.151866
     adpsfc_q181     9206     3486     3232     3229     3229      938.872    0.0791338    0.0463793
     adpsfc_q183     9206     3486     3444     3439     3439      968.018    0.0200691   0.00923043
     adpsfc_q187     9206     2712     2460     2457     2457      391.321     0.586215     0.329099
    adpsfc_ps181     9206     7153      382      378      378      55.5279       1.4436     0.244083
    adpsfc_ps187     9206     2801     1971     1971     1971      54.7002       1.8504     0.308539
    adpsfc_uv281     9206     6744      666      658      658       1.7205     0.809701     0.339922
    adpsfc_uv284     9206     8496      424      414      414       1.2876       1.1395     0.397241
    adpsfc_uv287     9206     5238     4076     4038     4038       1.5874     0.733262     0.419326
     adpupa_t120      108       50       50       50       50      1.74138     0.106509      0.08986
     adpupa_q120      108       23       23       23       23   0.00298553    0.0606245    0.0669363
    adpupa_ps120      108        1        1        1        1      82.2095      3.37572      1.68111
    adpupa_uv220      108      114      114      114      114      2.61102     0.364656     0.263926
     aircar_t133    56028    24596    24596    24570    24570     0.940365     0.382135     0.234293
     aircar_q133    56028     2126     2126     2126     2126      0.33057     0.278257     0.192566
    aircar_uv233    56028    49940    49940    49914    49914      2.32969     0.434617     0.217512
     sfcshp_t180     3204      889      669      666      666  7.74984e+08     0.108101     0.120591
     sfcshp_t183     3204      387       52       52       52  1.96116e+09     0.128521     0.112566
     sfcshp_q180     3204      536      451      448      448   0.00117039     0.796972     0.396721
     sfcshp_q183     3204      294      285      282      282       938.73     0.449262     0.299821
    sfcshp_ps180     3204     3188     1282     1269     1267      38.2213      4.38202     0.736646
    sfcshp_uv280     3204     2728     2036     2030     2030      2.64827     0.352395     0.147674
    sfcshp_uv282     3204     2728       30       30       30      1.07925      1.47944     0.150125
    sfcshp_uv284     3204     2728      256      252      252      1.12555      1.68398     0.647261
