        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3886802  3886802  3886802  3753708  3753708            5     0.222016     0.222016
     adpsfc_t181     9425      386      386      379      379       0.7528      2.74027     0.759151
     adpsfc_t183     9425      211      211      209      209  3.45857e+09    0.0922426    0.0397782
     adpsfc_t187     9425     2123     2123     2119     2119       2.2585     0.220887     0.121892
     adpsfc_q181     9425     3255     3255     3252     3252      938.657     0.075855    0.0373375
     adpsfc_q183     9425     3464     3464     3459     3459      968.647    0.0173634   0.00622494
     adpsfc_q187     9425     2464     2464     2461     2461      393.072     0.587913     0.300216
    adpsfc_ps181     9425      387      387      385      385      55.5919     0.896884     0.249934
    adpsfc_ps187     9425     1984     1984     1984     1984      54.7342     0.767336     0.273234
    adpsfc_uv281     9425      672      672      668      668      1.72357     0.503006     0.283622
    adpsfc_uv284     9425      418      418      410      410      1.28923     0.785864     0.345651
    adpsfc_uv287     9425     3966     3966     3962     3962       1.5874     0.515836     0.342344
     adpupa_t120      158      101      101      101      101      2.40709     0.090694    0.0603193
     adpupa_q120      158       92       92       92       92   0.00163735     0.195283     0.130005
    adpupa_ps120      158        2        2        2        2      70.0703     0.112507     0.058754
    adpupa_uv220      158      106      106      106      106      2.52907      0.41393     0.246337
     aircar_t133    59520    26012    26012    25999    25999     0.938665     0.401177     0.221538
     aircar_q133    59520     2190     2190     2190     2190     0.234681     0.263944     0.156879
    aircar_uv233    59520    52218    52218    52192    52192      2.33024     0.490656     0.228384
     sfcshp_t180     3049      663      663      663      663  8.68417e+08    0.0981369     0.082092
     sfcshp_t183     3049       60       60       58       58  1.31306e+09      0.21803     0.143722
     sfcshp_q180     3049      436      436      436      436   0.00113474     0.906563     0.387258
     sfcshp_q183     3049      311      311      311      311      925.637     0.136254     0.124507
    sfcshp_ps180     3049      755      755      747      747      38.1052      2.62825     0.841825
    sfcshp_uv280     3049     1230     1230     1230     1230      2.64927     0.227712     0.139945
    sfcshp_uv282     3049       44       44       44       44      1.07917      1.51392     0.530466
    sfcshp_uv284     3049      256      256      246      246      1.13657      2.09216      1.03376
